date,close,high,low,open,volume,weighted_tavg,weighted_prcp,Fed_Rate,CPI,GDP
2003-11-24,390.25,402.0,387.0,398.0,23876,-2.569535654692729,0.9862942735879284,0.98,184.5,11772.234
2003-11-25,398.75,400.0,384.5,386.5,16282,0.7710122592347204,0.1853711356860194,1.02,184.5,11772.234
2003-11-26,398.5,402.0,394.5,400.0,14006,3.30253251215292,0.598384429398723,1.01,184.5,11772.234
2003-11-28,406.75,408.0,399.0,400.0,15102,-0.8336053036689725,0.7388034118243084,1.01,184.5,11772.234
2003-12-01,408.75,411.0,405.5,409.5,17639,3.17642355232583,0.1155146262348324,1.03,184.3,11772.234
2003-12-02,406.5,408.0,399.0,406.5,23097,2.7681132244360254,1.467835812532084,0.97,184.3,11772.234
2003-12-03,414.75,415.5,408.5,408.5,24893,3.382918205902718,2.852411621289348,0.98,184.3,11772.234
2003-12-04,411.0,421.5,410.5,415.0,22955,1.7592080428041386,1.753057630540663,0.99,184.3,11772.234
2003-12-05,403.25,408.0,399.5,408.0,16494,-0.1130095978081489,0.6776721437257758,0.98,184.3,11772.234
2003-12-08,409.5,410.0,400.0,404.0,14662,3.40873693111752,0.6453495528142245,0.99,184.3,11772.234
2003-12-09,406.5,413.75,402.25,413.0,21266,-0.1363029683153915,7.66167337274209,0.97,184.3,11772.234
2003-12-10,398.75,406.5,394.0,405.0,26295,-4.637565038129086,1.8608652242229489,0.99,184.3,11772.234
2003-12-11,389.75,396.0,385.25,396.0,12224,-6.150051622852028,0.4609206804815247,0.99,184.3,11772.234
2003-12-12,393.5,394.5,384.0,386.0,16846,-4.400370616454768,3.77521282492096,0.99,184.3,11772.234
2003-12-15,386.5,393.0,382.0,392.0,12524,2.023262853551364,2.811233076927176,1.04,184.3,11772.234
2003-12-16,389.5,390.0,381.5,383.5,14147,-1.790572851804973,0.5376368129419468,0.99,184.3,11772.234
2003-12-17,386.0,390.5,382.5,388.0,14517,-1.236343908514556,0.7333266683782109,0.99,184.3,11772.234
2003-12-18,393.25,395.5,384.5,387.5,14288,1.5416483606723328,0.0860754969821619,1.01,184.3,11772.234
2003-12-19,394.25,398.0,387.0,396.0,10865,0.0558307936117219,0.1108248252171178,0.98,184.3,11772.234
2003-12-22,385.5,393.0,385.0,392.0,37063,4.043549195233533,1.9343023511987656,1.02,184.3,11772.234
2003-12-23,370.5,382.0,369.0,382.0,23792,0.5031891604106632,1.5467351571472576,1.0,184.3,11772.234
2003-12-24,363.0,369.0,358.0,359.0,11590,-0.1964931470259153,0.7168212741381584,0.97,184.3,11772.234
2003-12-26,366.0,369.5,362.0,362.5,10609,4.057936677446688,1.8618071863509376,0.97,184.3,11772.234
2003-12-29,364.0,370.5,363.0,363.5,431,-1.4624037784494677,3.548677309497984,0.98,184.3,11772.234
2003-12-30,396.25,388.5,386.5,386.5,431,-1.4984462926550024,0.6984205814521132,0.93,184.3,11772.234
2003-12-31,377.0,386.5,377.0,386.5,159,-0.8099064389456846,0.0750909154572552,0.94,184.3,11772.234
2004-01-02,405.75,383.0,377.5,377.5,799,4.624240576813586,0.4926123186294894,1.01,185.2,11923.447
2004-01-05,398.5,403.5,398.5,402.75,123,-11.06104578488856,0.6131187326993887,0.97,185.2,11923.447
2004-01-06,394.5,401.0,397.5,399.5,320,-9.553917861622327,0.1762481766408276,0.92,185.2,11923.447
2004-01-07,395.5,394.5,390.5,393.5,536,-5.890608365723909,0.1756847236233576,0.94,185.2,11923.447
2004-01-08,394.0,395.5,391.5,395.5,153,-1.4900411164813925,1.861482554947766,0.99,185.2,11923.447
2004-01-09,385.5,397.25,394.0,394.5,527,-1.7724798162214144,0.1879238710241333,0.99,185.2,11923.447
2004-01-12,399.25,388.5,384.0,385.0,878,1.699509867174164,0.1120036654044588,1.0,185.2,11923.447
2004-01-13,392.0,406.0,398.5,400.75,389,1.6557214310939288,0.5636627060657868,0.99,185.2,11923.447
2004-01-14,395.25,394.0,391.0,393.0,258,2.527573032663588,0.2723100584540249,1.01,185.2,11923.447
2004-01-15,386.25,398.0,396.0,396.0,395,0.8765916622169025,0.0767937655743912,1.04,185.2,11923.447
2004-01-16,398.0,385.25,382.5,385.25,293,3.2232319678352743,2.985634314758141,0.98,185.2,11923.447
2004-01-20,395.5,398.75,395.25,398.0,224,-3.1758862164011914,0.7538474808010942,1.02,185.2,11923.447
2004-01-21,392.0,397.0,394.0,395.5,214,-1.011540467904179,0.0063806908199662,1.0,185.2,11923.447
2004-01-22,387.0,393.0,391.0,392.0,226,-4.299543932305659,0.0296365175570037,1.02,185.2,11923.447
2004-01-23,381.5,387.0,385.5,385.5,475,-0.9187558621738576,0.6539795671784315,1.0,185.2,11923.447
2004-01-26,381.25,381.0,378.5,379.5,329,-6.828037299306888,1.392566258690862,1.08,185.2,11923.447
2004-01-27,380.0,382.0,377.5,381.5,368,-11.143588082511611,0.4947035192313782,1.02,185.2,11923.447
2004-01-28,374.75,380.0,377.5,380.0,303,-10.569019854977167,0.061666576817795,0.99,185.2,11923.447
2004-01-29,380.25,376.0,374.0,374.25,339,-11.333715093069337,4.366464704653427,1.0,185.2,11923.447
2004-01-30,389.0,384.5,382.25,382.25,143,-10.005199298492167,0.4048107655901761,1.03,185.2,11923.447
2004-02-02,385.0,388.0,385.5,388.0,144,-5.957464838429798,3.059332371142414,1.01,186.2,11923.447
2004-02-03,380.5,386.0,384.25,385.25,135,-8.252835328208363,1.0357123254616831,0.97,186.2,11923.447
2004-02-04,376.0,380.75,379.0,380.5,373,-3.917675953582472,1.7112120694412103,1.0,186.2,11923.447
2004-02-05,381.0,378.75,375.0,375.0,390,-2.027302312747819,4.317577661560074,1.01,186.2,11923.447
2004-02-06,378.5,385.5,382.0,382.5,401,-4.688224618279196,1.941657203537916,0.99,186.2,11923.447
2004-02-09,382.25,378.0,375.0,378.0,170,-1.2292706095201646,0.1592274036568401,1.01,186.2,11923.447
2004-02-10,384.5,384.5,382.5,383.0,327,-2.282783908123597,2.805592024761513,1.0,186.2,11923.447
2004-02-11,388.5,387.25,384.0,385.25,83,-3.1884284999600743,8.471209003814273,1.0,186.2,11923.447
2004-02-12,386.75,391.0,389.0,389.75,20,-6.849041323469715,0.3903202125325425,1.02,186.2,11923.447
2004-02-13,380.25,387.5,386.75,386.75,95,-3.4791093532896933,0.1692506188176872,1.01,186.2,11923.447
2004-02-17,375.25,383.0,379.5,381.5,293,-0.1575897375805166,0.3610430792385666,1.02,186.2,11923.447
2004-02-18,364.5,377.0,374.0,376.5,231,4.254633525377706,0.9562555800228996,1.0,186.2,11923.447
2004-02-19,372.75,365.75,363.75,365.0,80,7.07113945029822,1.8340062430149924,1.0,186.2,11923.447
2004-02-20,371.5,375.0,372.75,372.75,186,4.526784790247882,0.6882627372296143,0.99,186.2,11923.447
2004-02-23,391.0,375.5,371.5,373.25,195,4.111643602503394,1.0441381151430846,1.0,186.2,11923.447
2004-02-24,392.5,391.0,388.5,390.5,84,3.189371936084533,1.1479650962115588,0.99,186.2,11923.447
2004-02-25,387.25,393.75,390.5,390.5,48,2.9503837664718144,0.968977222524925,1.02,186.2,11923.447
2004-02-26,387.5,387.0,386.0,386.5,88,3.332070396326009,0.584835040183032,1.03,186.2,11923.447
2004-02-27,380.75,388.25,385.0,386.0,88,5.6801176616413365,0.1695391889372076,1.04,186.2,11923.447
2004-03-01,375.0,375.0,375.0,375.0,88,5.76993864543979,2.0524104161031493,1.04,187.4,11923.447
2004-03-02,374.0,374.0,374.0,374.0,6,4.20604981709088,0.4836729989264396,1.0,187.4,11923.447
2004-03-03,369.5,372.5,371.25,372.5,6,3.6538516179114606,4.974726550349347,1.0,187.4,11923.447
2004-03-04,370.75,370.75,370.75,370.75,6,5.820820811606546,19.4426251772479,0.99,187.4,11923.447
2004-03-05,366.5,366.5,366.5,366.5,6,5.68900122424785,2.8451808153806737,1.0,187.4,11923.447
2004-03-08,360.25,360.25,360.25,360.25,6,7.6738437010882175,0.1136715027410123,1.0,187.4,11923.447
2004-03-09,363.0,363.0,363.0,363.0,6,7.828162526558654,0.0173602847344157,0.99,187.4,11923.447
2004-03-10,359.0,359.0,359.0,359.0,6,5.943036015220642,0.6260522196562693,1.0,187.4,11923.447
2004-03-11,355.0,355.0,355.0,355.0,6,2.0142441376508486,0.1316220916024734,1.01,187.4,11923.447
2004-03-12,357.0,357.0,357.0,357.0,257,4.613623949397982,0.0023973498584722,0.99,187.4,11923.447
2004-03-15,373.0,368.75,365.0,365.0,171,5.464014970593977,2.9790597192305754,1.05,187.4,11923.447
2004-03-16,372.0,374.5,372.0,373.5,291,5.386120640687063,1.779431541266796,0.99,187.4,11923.447
2004-03-17,391.5,375.5,373.0,373.0,492,6.753517008278816,1.598772263580391,1.0,187.4,11923.447
2004-03-18,398.0,394.25,389.25,389.25,169,9.250370804169831,0.3677354936333379,1.0,187.4,11923.447
2004-03-19,392.75,398.0,396.0,397.0,322,11.933731431633376,0.0846320809711225,0.99,187.4,11923.447
2004-03-22,422.75,398.0,394.5,394.5,798,5.806118986186872,0.0038706326409343,1.01,187.4,11923.447
2004-03-23,413.0,422.0,418.0,421.5,354,9.643020111781178,1.8815525873289605,0.99,187.4,11923.447
2004-03-24,412.0,417.0,412.75,413.5,243,13.2448015919683,0.1340151699204786,0.99,187.4,11923.447
2004-03-25,408.0,412.5,409.0,412.0,330,14.506763972447946,0.4573992263106636,1.02,187.4,11923.447
2004-03-26,405.25,407.0,405.5,407.0,355,14.214756217374998,0.942556268735423,1.0,187.4,11923.447
2004-03-29,405.75,406.0,402.75,406.0,342,8.78859210866528,1.1493907773653116,1.0,187.4,11923.447
2004-03-30,415.25,408.75,405.0,406.75,125,7.571996278932231,0.8399402178388735,0.98,187.4,11923.447
2004-03-31,408.0,416.0,413.75,414.5,463,8.435121236718505,0.5609514057238258,1.05,187.4,11923.447
2004-04-01,410.5,409.75,405.5,408.25,208,9.294243247512004,0.2595187635109319,1.03,188.0,12112.815
2004-04-02,416.25,412.25,409.5,411.0,378,8.939860635086616,1.2286131240732556,1.0,188.0,12112.815
2004-04-05,414.0,421.0,415.0,415.0,154,12.412670229537149,0.0411337087780034,1.01,188.0,12112.815
2004-04-06,416.5,413.5,411.0,412.0,380,12.865123513996837,3.861717165740969,1.0,188.0,12112.815
2004-04-07,415.0,417.75,415.0,415.0,693,13.201147642706507,0.4151558088932,1.0,188.0,12112.815
2004-04-08,414.5,418.5,415.0,416.25,282,10.311685748648255,0.4947781875698682,1.02,188.0,12112.815
2004-04-12,407.5,413.5,406.0,413.5,259,6.682642400360248,1.58107272850531,1.0,188.0,12112.815
2004-04-13,393.0,407.5,402.75,406.5,300,9.210285457175331,1.1212560438320298,1.0,188.0,12112.815
2004-04-14,401.25,393.25,390.0,393.0,136,11.048169023754555,0.1332232233382472,1.01,188.0,12112.815
2004-04-15,383.0,404.0,401.5,402.0,273,14.45695816307922,0.0357942916827641,1.03,188.0,12112.815
2004-04-16,388.5,385.5,383.0,384.0,297,15.1295749868179,0.0144119630444688,0.99,188.0,12112.815
2004-04-19,394.0,392.5,387.5,389.75,24,13.94341615630217,0.3032161857375248,1.0,188.0,12112.815
2004-04-20,397.0,395.5,391.0,394.5,209,14.054105760258883,5.673691824290295,0.99,188.0,12112.815
2004-04-21,385.0,399.0,393.0,397.75,41,12.05296748443166,3.9252021250083073,0.99,188.0,12112.815
2004-04-22,379.0,386.0,383.5,386.0,146,11.928371003117498,1.2594521004846162,1.0,188.0,12112.815
2004-04-23,373.0,379.75,374.25,379.0,14,12.24724219130783,2.775012755885528,0.99,188.0,12112.815
2004-04-26,374.0,371.25,369.0,371.0,52,12.476933029714845,0.6082245039264391,1.01,188.0,12112.815
2004-04-27,378.25,375.5,374.5,374.5,36,14.821153572645676,0.0646435382457022,0.99,188.0,12112.815
2004-04-28,372.5,381.0,380.25,381.0,36,16.10157103054121,0.3899858406979448,1.01,188.0,12112.815
2004-04-29,380.0,373.25,373.25,373.25,30,13.196538612744844,1.34457945833391,1.03,188.0,12112.815
2004-04-30,381.5,383.0,380.5,381.5,8,11.59711832403348,4.140327693098064,1.03,188.0,12112.815
2004-05-03,387.25,380.5,379.75,380.5,8,12.276032791232684,0.3095141601526062,1.03,189.1,12112.815
2004-05-04,403.5,403.5,403.5,403.5,8,14.730398535937828,0.0344224321417789,1.0,189.1,12112.815
2004-05-05,399.0,399.0,399.0,399.0,8,17.643323525464073,0.1009272220350533,0.99,189.1,12112.815
2004-05-06,394.5,394.5,394.5,394.5,8,17.040890149156365,0.0559151528077038,1.0,189.1,12112.815
2004-05-10,378.5,378.5,378.5,378.5,8,16.83683076527584,4.663222864750528,1.0,189.1,12112.815
2004-05-11,370.0,370.0,370.0,370.0,8,15.967792500447889,16.424689971575532,0.96,189.1,12112.815
2004-05-12,362.0,362.0,362.0,362.0,8,15.161996357216612,2.796187732677502,0.98,189.1,12112.815
2004-05-13,362.25,362.25,362.25,362.25,8,11.412466138112348,17.76334718978696,1.0,189.1,12112.815
2004-05-14,354.0,354.0,354.0,354.0,604,11.369666828862467,2.514159295889789,1.02,189.1,12112.815
2004-05-17,367.75,360.5,356.0,358.5,422,17.42639802816681,0.8620189135955357,1.05,189.1,12112.815
2004-05-18,370.5,368.75,365.5,366.75,349,17.392421223821792,16.38991968660049,1.0,189.1,12112.815
2004-05-19,377.0,374.0,370.5,370.5,678,19.47809761101827,1.6200555660292215,1.0,189.1,12112.815
2004-05-20,370.25,378.25,374.0,377.5,157,20.19067360628609,0.1904007714636834,1.0,189.1,12112.815
2004-05-21,368.25,370.75,368.5,370.0,380,20.116646910495064,2.9813848378877728,0.99,189.1,12112.815
2004-05-24,378.5,373.0,370.5,370.75,601,16.34057665385503,9.616398246261374,1.0,189.1,12112.815
2004-05-25,378.0,382.25,378.0,378.75,155,15.424502541831515,0.6754770914749557,1.0,189.1,12112.815
2004-05-26,381.5,379.5,376.0,378.5,165,17.64834816647465,1.6955698049483332,0.99,189.1,12112.815
2004-05-27,369.25,382.25,380.5,381.75,362,18.890352214925198,1.90464835967862,1.0,189.1,12112.815
2004-05-28,362.0,372.0,366.25,368.0,1741,18.783842004330868,1.1355341694283485,1.02,189.1,12112.815
2004-06-01,388.25,380.0,365.0,365.0,545,17.796743294962404,0.7986755173441087,1.02,189.7,12112.815
2004-06-02,375.0,387.75,380.5,387.75,362,18.965239890742318,0.3388939471978674,0.98,189.7,12112.815
2004-06-03,367.25,374.5,370.5,374.5,189,19.11199971299613,0.1635680024308788,0.99,189.7,12112.815
2004-06-04,370.0,371.0,367.25,367.25,516,20.774150972286336,6.974438332103427,0.99,189.7,12112.815
2004-06-07,363.0,370.0,364.25,368.25,198,22.77984636124884,0.7557389403293157,0.99,189.7,12112.815
2004-06-08,363.0,365.0,361.5,363.0,316,21.167092707883008,0.4879555835671016,0.97,189.7,12112.815
2004-06-09,360.0,366.0,363.0,363.75,420,20.24940568195817,10.958946941314451,0.99,189.7,12112.815
2004-06-10,350.5,361.5,360.5,361.0,327,20.149041650457534,10.53280697176653,1.0,189.7,12112.815
2004-06-11,350.5,352.5,349.5,350.5,467,21.2793024741128,3.8638026557670098,1.0,189.7,12112.815
2004-06-14,356.5,353.25,349.25,351.0,472,21.58003920550849,1.3651216906980217,1.02,189.7,12112.815
2004-06-15,351.0,358.25,354.75,356.75,193,20.58369442239132,3.0656399802074024,1.03,189.7,12112.815
2004-06-16,352.0,353.0,351.0,351.0,258,20.75350497737372,12.311363923629743,1.0,189.7,12112.815
2004-06-17,352.5,354.75,352.5,352.5,107,19.602051652641464,0.8295623888505403,1.01,189.7,12112.815
2004-06-18,352.75,353.0,352.0,352.25,54,18.01611371810105,7.596859519283195,1.0,189.7,12112.815
2004-06-21,354.25,352.0,350.0,352.0,88,19.448667021095297,5.959179106090359,1.0,189.7,12112.815
2004-06-22,343.75,353.5,351.0,351.25,376,18.85762050657621,4.294823030328535,1.0,189.7,12112.815
2004-06-23,345.25,346.0,343.25,344.0,73,19.48892079521768,4.167997441107124,1.02,189.7,12112.815
2004-06-24,339.5,347.0,345.0,346.0,132,19.03322006287508,7.407610140028533,1.03,189.7,12112.815
2004-06-25,341.25,340.0,339.25,339.75,163,17.786897184116178,2.586033274962132,1.05,189.7,12112.815
2004-06-28,338.5,343.0,339.5,343.0,97,20.289839462807716,0.4116152916922062,1.09,189.7,12112.815
2004-06-29,337.5,342.0,338.75,338.75,220,21.34671677655896,0.7776228693344429,1.13,189.7,12112.815
2004-06-30,338.0,338.0,336.75,337.5,19,22.36555967277681,2.344214626962012,1.38,189.7,12112.815
2004-07-01,330.5,338.0,335.25,335.25,35,18.11255964870409,3.4485585550022577,1.4,189.4,12305.307
2004-07-02,335.0,332.0,330.0,331.0,7,23.6182214147506,5.879032425495533,1.25,189.4,12305.307
2004-07-06,338.5,336.0,333.0,333.0,28,19.88587821630317,12.250988148996084,1.3,189.4,12305.307
2004-07-07,341.0,338.5,338.5,338.5,14,19.48666938706525,2.6795654165290133,1.26,189.4,12305.307
2004-07-08,334.0,342.25,339.0,339.75,14,21.090165068418223,0.1564734189077154,1.26,189.4,12305.307
2004-07-09,330.0,330.0,330.0,330.0,14,22.50309245186598,1.0917175753321624,1.24,189.4,12305.307
2004-07-12,339.0,339.0,339.0,339.0,14,25.140352551731034,4.121737389217243,1.26,189.4,12305.307
2004-07-13,333.0,333.0,333.0,333.0,14,25.01322867973108,0.1333454987769861,1.24,189.4,12305.307
2004-07-14,337.0,337.0,337.0,337.0,153,25.089072575350684,0.937844818462211,1.24,189.4,12305.307
2004-07-15,333.25,346.25,345.0,345.5,172,24.494240968892807,0.3147458469002648,1.3,189.4,12305.307
2004-07-16,333.25,333.0,331.0,332.0,166,24.357887120542056,8.40406565342275,1.24,189.4,12305.307
2004-07-19,335.5,334.25,332.75,334.25,86,24.691211728137723,0.2444382290708696,1.25,189.4,12305.307
2004-07-20,331.25,336.75,335.5,335.5,106,20.09941521396309,0.1309626335294507,1.25,189.4,12305.307
2004-07-21,324.0,332.0,330.5,332.0,168,25.416885964683956,0.6884775683708098,1.25,189.4,12305.307
2004-07-22,322.75,324.75,323.75,324.25,178,22.89957218717469,2.7636726183040783,1.26,189.4,12305.307
2004-07-23,328.75,324.5,323.0,323.25,169,20.94924921250138,4.361175799654325,1.25,189.4,12305.307
2004-07-26,323.75,329.25,324.25,328.75,61,21.006347206163625,0.7208212503882712,1.27,189.4,12305.307
2004-07-27,321.25,324.5,321.5,324.0,171,20.86622078297566,2.0278338064769144,1.27,189.4,12305.307
2004-07-28,314.75,322.0,319.5,321.0,256,20.540548724057462,8.335122774080762,1.29,189.4,12305.307
2004-07-29,312.75,315.0,314.0,314.75,41,20.59309117368109,5.8890588893106735,1.3,189.4,12305.307
2004-07-30,312.25,312.75,310.75,312.75,170,21.684111774468857,3.1793699506366724,1.29,189.4,12305.307
2004-08-02,317.0,314.5,310.75,310.75,126,25.427879044034743,2.157664715064666,1.28,189.5,12305.307
2004-08-03,317.0,318.5,315.25,317.0,415,24.683399516912893,4.712966648954282,1.24,189.5,12305.307
2004-08-04,318.5,319.5,317.5,317.5,63,23.001495670922328,3.252420704419113,1.22,189.5,12305.307
2004-08-05,321.5,320.25,319.0,319.0,29,21.94386887589791,2.2216761040167574,1.3,189.5,12305.307
2004-08-06,315.75,322.25,321.5,321.5,359,20.86456927314128,3.623989186065522,1.32,189.5,12305.307
2004-08-09,316.0,318.75,316.0,317.75,342,20.489232399139745,0.2544370703608518,1.35,189.5,12305.307
2004-08-10,312.0,317.25,315.0,316.5,41,19.441820209108126,1.2556513866041803,1.43,189.5,12305.307
2004-08-11,304.75,314.0,312.5,312.75,168,18.469135786806596,3.787699415772447,1.5,189.5,12305.307
2004-08-12,299.5,304.75,303.5,304.5,145,18.10603189295617,0.8138980880740561,1.51,189.5,12305.307
2004-08-13,299.5,301.0,299.5,300.25,143,18.65064352387389,0.1547670815062068,1.48,189.5,12305.307
2004-08-16,302.75,299.75,298.0,299.5,65,20.18694897038459,1.825714599240436,1.43,189.5,12305.307
2004-08-17,308.75,306.0,303.25,303.25,274,22.0997472241262,0.2322431157105221,1.2,189.5,12305.307
2004-08-18,301.75,308.75,306.0,308.0,21,20.50137213095825,0.8064762689614106,1.39,189.5,12305.307
2004-08-19,309.5,302.0,301.25,301.25,63,19.095536415032143,2.511171141161172,1.5,189.5,12305.307
2004-08-20,312.0,311.0,309.0,309.25,157,18.51649505870013,1.57206065983672,1.5,189.5,12305.307
2004-08-23,321.0,312.5,310.0,312.5,382,20.747876915274556,1.3807433316393378,1.51,189.5,12305.307
2004-08-24,311.5,320.5,319.5,320.0,140,22.119344445560607,3.678854139114989,1.51,189.5,12305.307
2004-08-25,306.0,313.0,311.75,312.25,38,22.39345289843166,2.602258500655186,1.55,189.5,12305.307
2004-08-26,305.75,307.5,305.5,306.0,1,22.680471062303425,2.3696760711372944,1.55,189.5,12305.307
2004-08-27,301.5,306.5,306.5,306.5,37,21.59613941290319,8.89395721956223,1.52,189.5,12305.307
2004-08-30,303.25,302.75,301.5,301.5,71,20.65826445726303,0.6738201777621207,1.54,189.5,12305.307
2004-08-31,309.75,305.0,302.0,302.0,8,21.776998853260885,0.9740637844805224,1.55,189.5,12305.307
2004-09-01,317.5,310.25,308.75,310.25,52,22.11490918851656,0.083331381828536,1.53,189.9,12305.307
2004-09-02,311.25,319.0,317.25,319.0,52,22.144536419965448,0.1441347748255239,1.51,189.9,12305.307
2004-09-03,308.0,308.0,308.0,308.0,52,20.962795128647663,2.242820773842233,1.48,189.9,12305.307
2004-09-07,305.75,305.75,305.75,305.75,1,17.921705737381032,1.4883864567810712,1.54,189.9,12305.307
2004-09-08,309.25,306.75,306.75,306.75,1,17.879554644082198,1.4040638276104973,1.51,189.9,12305.307
2004-09-09,311.5,311.5,311.5,311.5,1,19.96511500717313,0.1038484315504583,1.49,189.9,12305.307
2004-09-10,323.0,323.0,323.0,323.0,1,20.869462900609907,0.0126723571171556,1.48,189.9,12305.307
2004-09-13,328.5,328.5,328.5,328.5,1,21.36843982132183,2.178736104842577,1.51,189.9,12305.307
2004-09-14,327.25,327.25,327.25,327.25,259,19.5745369363715,5.539421755145545,1.4,189.9,12305.307
2004-09-15,337.25,332.5,330.0,330.5,285,17.44358500545499,6.534753064789371,1.57,189.9,12305.307
2004-09-16,338.25,339.25,336.5,337.25,215,18.780087239863963,1.8175718710209088,1.61,189.9,12305.307
2004-09-17,333.25,339.0,337.0,337.75,227,19.830960798782456,1.205146748743218,1.58,189.9,12305.307
2004-09-20,328.75,333.25,331.5,333.25,127,18.24478118373259,3.825495858748407,1.64,189.9,12305.307
2004-09-21,334.75,329.25,328.25,328.75,171,17.388871394536803,0.5105355398091806,1.7,189.9,12305.307
2004-09-22,325.75,336.5,335.0,335.5,121,17.387578341799156,1.667592539369977,1.78,189.9,12305.307
2004-09-23,325.25,326.75,325.75,325.75,480,17.528237866702852,4.542062708228728,1.8,189.9,12305.307
2004-09-24,321.75,327.75,325.75,325.75,134,18.201164431379567,0.3534126222260431,1.76,189.9,12305.307
2004-09-27,320.5,323.25,321.5,321.75,238,17.138711085563845,0.5133937123016739,1.76,189.9,12305.307
2004-09-28,315.75,320.75,315.5,320.0,131,15.548911370228549,0.7973290161258808,1.72,189.9,12305.307
2004-09-29,319.75,318.5,316.0,316.5,161,15.809298327943594,0.8343399360848819,1.76,189.9,12305.307
2004-09-30,306.75,321.0,319.0,319.25,352,16.435480551692187,0.8453742860969045,1.94,189.9,12305.307
2004-10-01,303.75,308.5,306.75,307.5,278,12.644180564295077,2.659276175025003,1.86,190.9,12527.214
2004-10-04,302.5,305.5,302.25,303.5,203,12.836292286881145,0.8968969793283338,1.77,190.9,12527.214
2004-10-05,306.25,304.25,302.25,303.0,172,14.849649010088482,0.5005139815203661,1.73,190.9,12527.214
2004-10-06,302.0,306.25,305.0,306.0,192,17.433397798945947,0.2217828028099021,1.74,190.9,12527.214
2004-10-07,302.75,304.0,301.0,303.0,96,16.802367020246322,10.524392681712683,1.76,190.9,12527.214
2004-10-08,303.25,303.75,302.0,302.75,81,16.45428560899679,5.680476315850148,1.71,190.9,12527.214
2004-10-11,303.0,303.5,301.0,301.0,204,13.680689722077895,3.2932929053118576,1.71,190.9,12527.214
2004-10-12,311.0,303.5,301.0,302.5,550,13.399714249898263,2.237164667180883,1.78,190.9,12527.214
2004-10-13,312.0,312.5,309.5,311.25,364,11.534271959453893,1.50033706321759,1.73,190.9,12527.214
2004-10-14,314.0,313.5,311.0,312.0,151,9.326921347785424,2.085124599149021,1.77,190.9,12527.214
2004-10-15,319.25,315.0,313.5,314.0,194,9.684800667987798,2.208004618110321,1.79,190.9,12527.214
2004-10-18,314.75,319.5,317.0,318.75,261,11.822022818162218,2.604217864969038,1.73,190.9,12527.214
2004-10-19,319.25,315.0,312.75,314.25,114,12.156568634655068,2.1305628883734653,1.72,190.9,12527.214
2004-10-20,313.5,320.5,319.0,319.25,166,11.510673097988798,0.3495374947548474,1.74,190.9,12527.214
2004-10-21,311.75,314.0,312.25,312.75,75,14.140705160613004,0.3358743498418978,1.76,190.9,12527.214
2004-10-22,308.5,312.0,310.25,311.75,61,15.54421202790402,1.542609116181321,1.72,190.9,12527.214
2004-10-25,316.0,309.75,308.75,309.25,150,11.221199271934166,0.0962827936953921,1.76,190.9,12527.214
2004-10-26,315.5,317.0,315.25,315.25,211,13.375444578890423,3.48064250497069,1.72,190.9,12527.214
2004-10-27,319.25,316.5,315.0,316.0,574,13.42186010783544,2.322244825426115,1.77,190.9,12527.214
2004-10-28,322.25,321.75,318.0,320.5,109,15.681071327086368,3.816924959566345,1.79,190.9,12527.214
2004-10-29,316.5,322.25,321.5,321.75,96,15.173266192126286,7.767536045895157,1.79,190.9,12527.214
2004-11-01,306.25,316.5,314.5,316.5,90,9.80308585623525,5.484900231327384,1.83,191.0,12527.214
2004-11-02,302.25,307.5,305.5,307.5,273,8.356517985540753,18.398892843645537,1.74,191.0,12527.214
2004-11-03,300.25,303.75,301.75,302.25,306,7.316378603906639,6.099798310144779,1.73,191.0,12527.214
2004-11-04,303.0,302.0,300.5,301.5,89,6.828076139915519,1.4005103763156457,1.77,191.0,12527.214
2004-11-05,306.5,304.0,301.75,303.0,126,8.957036950832563,0.0008675191806589,1.76,191.0,12527.214
2004-11-08,308.75,307.5,304.75,306.5,256,9.46849234669798,0.0115260340129935,1.8,191.0,12527.214
2004-11-09,304.5,310.0,308.75,308.75,192,10.42423294900978,0.482427389963325,1.79,191.0,12527.214
2004-11-10,303.5,305.75,304.75,304.75,168,8.233017332930132,5.649124579966005,1.92,191.0,12527.214
2004-11-11,302.75,305.0,303.25,303.25,256,5.299181340110046,2.0970267485192142,1.92,191.0,12527.214
2004-11-12,302.75,303.0,300.0,303.0,174,4.275759559888177,1.120945969997334,2.02,191.0,12527.214
2004-11-15,306.25,304.25,303.0,303.0,353,8.658513625108563,1.9597566786703704,2.06,191.0,12527.214
2004-11-16,310.75,308.25,306.5,306.5,578,11.05682628616724,0.6864050413731376,1.98,191.0,12527.214
2004-11-17,318.5,314.0,310.75,310.75,324,10.78169969970373,4.807552505103327,1.99,191.0,12527.214
2004-11-18,316.25,319.0,317.0,318.25,172,9.378057528445336,1.6685123272737477,1.99,191.0,12527.214
2004-11-19,309.75,315.5,314.5,315.5,262,7.703384443540971,2.168905712237608,1.99,191.0,12527.214
2004-11-22,302.0,310.75,309.75,310.5,263,7.09892666709635,1.1327920120667092,2.01,191.0,12527.214
2004-11-23,300.5,303.5,302.0,302.5,162,5.000685968385056,6.208316620409343,2.0,191.0,12527.214
2004-11-24,299.25,302.25,300.5,302.25,97,1.7331391130063825,3.7089790589975866,2.02,191.0,12527.214
