date,close,high,low,open,volume,weighted_tavg,weighted_prcp,Fed_Rate,CPI,GDP
2000-08-10,235.75,238.0,235.0,235.5,10411,20.55626160919267,0.5925312196694908,6.52,172.8,10318.165
2000-08-11,236.75,238.0,232.5,236.0,7029,21.552004250124497,0.2596823760309721,6.5,172.8,10318.165
2000-08-14,238.5,239.0,236.0,237.0,2579,24.80803240030667,1.5295915434183174,6.58,172.8,10318.165
2000-08-15,240.5,241.5,238.25,239.0,3775,22.616501031772167,0.1519885341780241,6.63,172.8,10318.165
2000-08-16,243.5,244.5,241.0,241.0,6007,23.49735519811769,5.0428482956180085,6.48,172.8,10318.165
2000-08-17,239.5,245.5,238.5,244.75,4709,23.058355808250223,1.1473024478284075,6.47,172.8,10318.165
2000-08-18,238.5,241.25,237.5,239.5,5945,21.30853181997279,1.0864642948512035,6.44,172.8,10318.165
2000-08-21,236.25,238.75,234.0,238.75,5510,23.201419770926105,1.0088730531152612,6.48,172.8,10318.165
2000-08-22,234.75,238.0,234.5,236.5,5745,23.94057084787519,0.6816219859541943,6.42,172.8,10318.165
2000-08-23,233.75,235.25,232.0,234.75,3472,25.06191905176797,1.515843719233788,6.5,172.8,10318.165
2000-08-24,240.5,240.5,233.75,234.0,8565,18.592994910876087,1.8293668562443128,6.56,172.8,10318.165
2000-08-25,241.5,244.25,240.0,240.0,8198,19.879690100789624,1.482180252582438,6.54,172.8,10318.165
2000-08-28,242.5,247.0,241.5,245.0,7918,24.172946450220618,0.1790850006605951,6.57,172.8,10318.165
2000-08-29,250.25,251.0,243.5,243.5,10671,23.54512978207757,0.0290649080089354,6.51,172.8,10318.165
2000-08-30,246.25,250.75,245.75,249.0,9,24.305868594787377,4.43935658600351,6.51,172.8,10318.165
2000-08-31,251.0,251.0,248.0,248.0,11,23.35249022992309,2.312334353997884,6.65,172.8,10318.165
2000-09-01,251.0,251.75,250.75,250.75,11,23.264314765282407,1.5820416392077594,6.52,173.7,10318.165
2000-09-05,250.25,251.0,250.75,250.75,11,21.45032399225404,0.2970776866417139,6.61,173.7,10318.165
2000-09-06,253.0,251.0,250.75,250.75,11,20.36022753739816,2.961015937921901,6.56,173.7,10318.165
2000-09-08,249.5,251.0,250.75,250.75,11,21.65889755026107,1.5807343690243036,6.5,173.7,10318.165
2000-09-11,250.5,251.0,250.75,250.75,11,21.635389699341463,4.417262851029946,6.5,173.7,10318.165
2000-09-12,249.25,251.0,250.75,250.75,4,20.079595498073864,0.7522738420027704,6.47,173.7,10318.165
2000-09-13,245.0,251.0,250.75,250.75,4,20.06897441489563,1.5014852109724195,6.47,173.7,10318.165
2000-09-14,242.0,251.0,250.75,250.75,100,19.996804391955592,0.2845634936238196,6.5,173.7,10318.165
2000-09-15,254.5,254.5,253.5,254.0,199,18.42566606125104,0.1459073351775857,6.55,173.7,10318.165
2000-09-18,252.25,253.5,252.0,253.5,112,20.96557733827589,0.3253956556959746,6.44,173.7,10318.165
