State code,County code,centroid_lat,centroid_lon,2024 planted area (acres),weight
01,069,31.153077306176804,-85.30254216361688,0.0,0.0
01,071,34.77985089024933,-85.9994061858845,2350.24,3.793075120934013e-05
01,071,34.77985089024933,-85.9994061858845,0.0,0.0
01,075,33.77948947297702,-88.09714198940182,551.18,8.895547455393532e-06
01,075,33.77948947297702,-88.09714198940182,0.0,0.0
01,077,34.90157950517905,-87.65414787303203,4980.34,8.037819009034186e-05
01,077,34.90157950517905,-87.65414787303203,0.0,0.0
01,079,34.52254754940975,-87.31084334864937,11860.14,0.00019141194926813572
01,079,34.52254754940975,-87.31084334864937,0.0,0.0
01,081,32.601184614823715,-85.35507502504692,30.0,4.841729084179506e-07
01,081,32.601184614823715,-85.35507502504692,0.0,0.0
01,083,34.81044482374013,-86.98211007905628,11021.17,0.0001778717311022888
01,083,34.81044482374013,-86.98211007905628,0.0,0.0
01,089,34.76328445071638,-86.55061479070477,6352.32,0.00010252070832005051
01,089,34.76328445071638,-86.55061479070477,0.0,0.0
01,091,32.24830540413379,-87.7891628695874,78.25,1.2628843361234876e-06
01,091,32.24830540413379,-87.7891628695874,0.0,0.0
01,093,34.137124305343185,-87.88745639112979,102.75,1.6582922113314807e-06
01,093,34.137124305343185,-87.88745639112979,0.0,0.0
01,095,34.367203685516344,-86.30628472200308,828.08,1.3364463400091218e-05
01,095,34.367203685516344,-86.30628472200308,0.0,0.0
01,099,31.571538440336163,-87.36522449971507,455.63,7.35345674208236e-06
01,099,31.571538440336163,-87.36522449971507,0.0,0.0
01,103,34.45352152227599,-86.85336863913626,1185.88,1.913903228782264e-05
01,103,34.45352152227599,-86.85336863913626,0.0,0.0
01,107,33.280941888036786,-88.08893179239372,17.09,2.7581716682875915e-07
01,107,33.280941888036786,-88.08893179239372,0.0,0.0
01,109,31.802501215680916,-85.94086627707067,25.0,4.0347742368162544e-07
01,109,31.802501215680916,-85.94086627707067,0.0,0.0
01,113,32.288366635913796,-85.18470163506532,39.49,6.373329384474956e-07
01,113,32.288366635913796,-85.18470163506532,0.0,0.0
01,117,33.264378003279404,-86.66110290747494,143.04,2.308536427336788e-06
01,117,33.264378003279404,-86.66110290747494,0.0,0.0
01,121,33.38032620794966,-86.1656978323349,1185.54,1.913354499486057e-05
01,121,33.38032620794966,-86.1656978323349,0.0,0.0
01,123,32.863198719404735,-85.79746401843764,169.7,2.7388047519508736e-06
01,123,32.863198719404735,-85.79746401843764,0.0,0.0
01,125,33.289917582400115,-87.52540823642605,148.0,2.388586348195223e-06
01,125,33.289917582400115,-87.52540823642605,0.0,0.0
01,127,33.80340250632965,-87.29732938095654,96.5,1.5574228554110743e-06
01,127,33.80340250632965,-87.29732938095654,0.0,0.0
01,131,31.98944471132719,-87.30796075114091,187.62,3.0280173692458626e-06
01,131,31.98944471132719,-87.30796075114091,0.0,0.0
04,003,31.881452138736112,-109.75136191095264,0.0,0.0
04,003,31.881452138736112,-109.75136191095264,75.0,1.2104322710448764e-06
04,009,32.9349449374008,-109.8877829671119,0.0,0.0
04,009,32.9349449374008,-109.8877829671119,57.75,9.320328487045548e-07
04,009,32.9349449374008,-109.8877829671119,329.12,5.3116995872838625e-06
04,009,32.9349449374008,-109.8877829671119,386.87,6.243732435988418e-06
04,012,33.73104203881624,-113.9808460110323,0.0,0.0
04,012,33.73104203881624,-113.9808460110323,5337.52,8.614275273796598e-05
04,013,33.35213593754148,-112.49034442947874,0.0,0.0
04,013,33.35213593754148,-112.49034442947874,340.75,5.4993972847805545e-06
04,013,33.35213593754148,-112.49034442947874,3858.56,6.227367391683891e-05
04,013,33.35213593754148,-112.49034442947874,4199.309999999999,6.777307120161945e-05
04,019,32.09866557160538,-111.79049000840081,0.0,0.0
04,019,32.09866557160538,-111.79049000840081,2825.37,4.5598920341894166e-05
04,021,32.90561715844898,-111.34476058697112,0.0,0.0
04,021,32.90561715844898,-111.34476058697112,7830.15,0.00012637154996162717
04,021,32.90561715844898,-111.34476058697112,112.0,1.807578858093682e-06
04,021,32.90561715844898,-111.34476058697112,7942.15,0.00012817912881972086
04,027,32.77144599778959,-113.90592037464205,0.0,0.0
04,027,32.77144599778959,-113.90592037464205,33.35,5.382388831912884e-07
04,027,32.77144599778959,-113.90592037464205,39197.62,0.0006326141892820543
04,027,32.77144599778959,-113.90592037464205,39230.97,0.0006331524281652456
