date,Close,High,Low,Open,Volume,weighted_tavg,weighted_prcp
2005-09-23,333.5,334.0,332.0,332.5,504.0,17.467963844950162,16.029412596661857
2005-09-24,333.5,334.0,332.0,332.5,504.0,17.642843167066264,16.048284976743755
2005-09-25,333.5,334.0,332.0,332.5,504.0,17.845019278099922,4.699386818047655
2005-09-26,329.25,334.0,332.0,333.0,72.0,17.46968859121327,1.0159910501631815
2005-09-27,327.0,329.75,328.5,329.0,196.0,17.40447197699541,0.13948063030318536
2005-09-28,328.75,327.5,324.5,325.25,199.0,15.422451909267394,2.6015191532407838
2005-09-29,333.5,331.0,329.0,329.25,289.0,14.111618067632824,0.5477792646931827
2005-09-30,346.25,334.5,332.0,333.75,858.0,17.290133416341284,0.35916683793856763
2005-10-01,346.25,334.5,332.0,333.75,858.0,19.47887361771459,5.837400685625116
2005-10-02,346.25,334.5,332.0,333.75,858.0,19.612756298066767,0.28342865377516696
2005-10-03,348.75,348.25,345.5,346.25,360.0,18.030050471649794,0.1682599779939611
2005-10-04,347.25,348.25,344.25,348.0,350.0,16.242145607985375,2.7437526225180373
2005-10-05,345.0,347.75,345.75,347.5,113.0,13.605760760045342,8.497753398993414
2005-10-06,345.25,346.25,344.75,345.75,119.0,8.908744353117859,0.7128249067499206
2005-10-07,338.0,345.25,343.5,345.0,274.0,9.803786917193385,2.308703738498945
2005-10-08,338.0,345.25,343.5,345.0,274.0,10.362644122332775,1.4140399949407452
2005-10-09,338.0,345.25,343.5,345.0,274.0,10.991559024325156,0.9557318760620128
2005-10-10,339.75,339.5,337.5,338.0,461.0,10.867254517414626,1.3646932455151741
2005-10-11,342.75,342.75,339.0,339.75,319.0,12.722751568767269,0.5293660043902656
2005-10-12,347.5,343.75,341.5,342.75,215.0,13.548094362001887,1.7365544801994497
2005-10-13,343.5,347.25,345.75,347.0,103.0,14.038188212747674,0.21140559294912478
2005-10-14,339.0,344.25,342.5,343.25,263.0,15.364526774256094,0.16059762003775474
2005-10-15,339.0,344.25,342.5,343.25,263.0,14.190354324269359,0.009715014771807867
2005-10-16,339.0,344.25,342.5,343.25,263.0,14.65849874787814,0.0042674711080610064
2005-10-17,336.25,339.25,337.5,339.0,289.0,15.760600106489257,0.09250963269072993
2005-10-18,328.75,338.0,335.0,336.5,549.0,15.401274683252213,0.04786759602551905
2005-10-19,327.75,329.5,327.0,327.5,444.0,13.287020197612506,6.0271818220516735
2005-10-20,332.25,329.5,326.0,328.75,471.0,11.420421609704,1.8410548989303663
2005-10-21,330.0,332.75,330.0,332.5,686.0,10.824766630241434,0.7291110356285617
2005-10-22,330.0,332.75,330.0,332.5,686.0,7.761136025913268,0.6986039133604883
2005-10-23,330.0,332.75,330.0,332.5,686.0,6.865295791340351,0.3395479024795128
2005-10-24,323.25,329.25,327.25,329.25,452.0,7.221126524540706,0.5800189615214597
2005-10-25,325.5,324.25,322.25,323.0,496.0,7.319569599704485,0.37284021586498634
2005-10-26,323.5,326.75,324.75,325.5,280.0,8.663250232980502,0.004485226737175386
2005-10-27,324.5,325.5,323.25,323.5,117.0,9.427016893192238,0.15502177413965418
2005-10-28,317.75,325.5,322.0,324.75,422.0,10.328011043278476,0.09493326517055613
2005-10-29,317.75,325.5,322.0,324.75,422.0,10.742873654158366,0.43825260114359976
2005-10-30,317.75,325.5,322.0,324.75,422.0,10.042058835256011,0.7356169144439707
2005-10-31,317.0,318.75,317.0,317.5,340.0,8.893292422214344,4.490081203729574
2005-11-01,317.0,319.0,315.75,317.5,248.0,9.509405167928211,0.5352623407463636
2005-11-02,313.0,317.5,315.25,317.0,123.0,10.79735179952429,0.379784604528848
2005-11-03,313.25,314.0,313.0,313.5,391.0,10.700603509641324,0.5565851931907585
2005-11-04,311.25,315.0,314.0,314.0,241.0,10.581875250214143,0.1176418924818358
2005-11-05,311.25,315.0,314.0,314.0,241.0,9.84436338608042,0.6415979633539566
2005-11-06,311.25,315.0,314.0,314.0,241.0,9.105169421753711,0.690174190349139
2005-11-07,310.0,312.25,310.0,311.25,459.0,10.93386307570849,0.07079312765796836
2005-11-08,313.0,312.75,310.0,310.5,148.0,12.206175290563502,0.23100089582737018
2005-11-09,315.0,315.0,313.25,313.25,814.0,8.924786370452104,0.07371266802270182
2005-11-10,309.75,317.5,315.25,315.25,358.0,8.676328960003376,0.23369747726297416
2005-11-11,311.5,311.0,310.0,310.25,520.0,10.730537143021023,0.24667918654715099
2005-11-12,311.5,311.0,310.0,310.25,520.0,11.630483760256205,2.743377933126546
2005-11-13,311.5,311.0,310.0,310.25,520.0,8.0051020595724,0.6365076228956341
2005-11-14,311.75,314.5,312.0,312.0,379.0,6.913296551783653,2.7180059632803135
2005-11-15,307.0,316.0,311.75,312.0,366.0,4.483782942488087,9.50167516409321
2005-11-16,306.75,309.0,307.25,308.0,211.0,-1.019734379550405,0.5757097634888515
2005-11-17,304.75,307.75,306.25,307.25,134.0,-0.5967720860207566,0.03814172976128183
2005-11-18,302.0,306.0,303.75,304.75,478.0,3.2165011354828046,0.775869079902211
2005-11-19,302.0,306.0,303.75,304.75,478.0,5.0635474409321475,0.1387961788864202
2005-11-20,302.0,306.0,303.75,304.75,478.0,5.134745279115617,0.11507780569134371
2005-11-21,298.5,303.5,300.0,301.5,448.0,4.85715894210761,1.272376926445471
2005-11-22,297.0,300.25,298.25,298.25,215.0,4.741180312243385,0.15990650041745796
2005-11-23,297.0,299.25,297.25,297.75,215.0,6.837297695056162,0.09732289746989825
2005-11-24,297.0,297.0,297.0,297.0,133.0,2.0710847290644976,0.07225108568327912
2005-11-25,297.0,298.5,297.0,297.5,138.0,1.6418262486906368,1.3622427149735516
2005-11-26,297.0,298.5,297.0,297.5,138.0,4.595620843235748,3.3580694949961996
2005-11-27,297.0,298.5,297.0,297.5,138.0,6.383154236362263,4.037432779991661
2005-11-28,297.5,297.25,295.0,297.25,350.0,1.4502769333752394,7.937810564241461
2005-11-29,300.5,299.75,298.5,299.0,149.0,-2.0464092885554255,0.5392857217163121
2005-11-30,304.0,301.75,299.5,300.5,11.0,-2.4820974281895474,0.8533271911749254
2005-12-01,305.5,305.5,303.75,303.75,11.0,-3.62306237445795,0.4876961250440629
2005-12-02,303.5,303.5,303.5,303.5,58.0,-4.125187027421485,0.39262406049066345
2005-12-03,303.5,303.5,303.5,303.5,58.0,-2.1216921163734974,0.4981091048418913
2005-12-04,303.5,303.5,303.5,303.5,58.0,-5.597158004223828,1.0344629856182095
2005-12-05,304.5,304.5,304.5,304.5,58.0,-7.857105335908983,0.4325455753072544
2005-12-06,299.75,299.75,299.75,299.75,1.0,-8.862713958765262,0.2754836190967149
2005-12-07,297.25,299.75,299.75,299.75,1.0,-9.116667757859393,1.2069213781471586
2005-12-08,295.5,295.5,295.5,295.5,1.0,-9.267755682998008,0.8163855509316224
2005-12-09,293.0,295.0,295.0,295.0,1.0,-6.763600488846633,0.42393768440336327
2005-12-10,293.0,295.0,295.0,295.0,1.0,-0.08724777135366502,0.12030212278305837
2005-12-11,293.0,295.0,295.0,295.0,1.0,0.37780991207978726,0.3775202326190402
2005-12-12,299.5,299.5,299.5,299.5,0.0,1.8242046880400578,0.0374035309812233
2005-12-13,304.0,304.0,304.0,304.0,0.0,2.324203332438032,0.7850132334496409
2005-12-14,309.5,309.5,309.5,309.5,723.0,1.746717287301153,5.299097246062448
2005-12-15,318.75,325.5,323.5,323.75,626.0,-2.340542101950993,1.920843290469369
2005-12-16,319.75,321.5,317.5,319.0,392.0,-4.83051263601935,0.7396938288274043
2005-12-17,319.75,321.5,317.5,319.0,392.0,-6.28417548840267,1.469377961340337
2005-12-18,319.75,321.5,317.5,319.0,392.0,-8.024632124492305,0.14303311714065356
2005-12-19,323.25,322.5,318.5,320.5,362.0,-6.447173989827577,0.11944669213053868
2005-12-20,328.0,325.0,323.25,323.25,538.0,-2.780752214505501,0.019847216058990348
2005-12-21,327.5,328.0,325.25,327.25,1219.0,-1.9993497261162347,0.06269987660944261
2005-12-22,330.75,329.0,327.5,328.0,311.0,3.185559918278425,0.13828012962082725
2005-12-23,334.5,332.0,330.5,330.75,388.0,5.173996987448269,0.26304263878545175
2005-12-24,334.5,332.0,330.5,330.75,388.0,5.036732841533251,2.8430029690112124
2005-12-25,334.5,332.0,330.5,330.75,388.0,3.8424661430471927,0.6637997724281159
2005-12-26,334.5,332.0,330.5,330.75,388.0,4.2416772021829035,0.1724934647606199
2005-12-27,340.0,336.0,333.0,334.0,424.0,5.501924397732299,0.1990688814688144
2005-12-28,345.5,340.75,339.25,340.25,682.0,4.709940334334889,0.5340775088185784
2005-12-29,337.25,345.75,344.0,345.0,986.0,3.2697552509098817,1.878097471569174
2005-12-30,339.25,337.0,335.25,336.0,994.0,3.3299265020316366,2.334431185319317
2005-12-31,339.25,337.0,335.25,336.0,994.0,3.235446458876593,0.2914568661108588
2006-01-01,339.25,337.0,335.25,336.0,994.0,6.0555175071229375,0.3718273420870823
2006-01-02,339.25,337.0,335.25,336.0,994.0,5.099065314254237,1.560540782199167
2006-01-03,346.0,343.75,340.0,340.0,574.0,4.883139480581619,0.2695386091684695
2006-01-04,346.25,345.5,343.5,345.0,607.0,4.638756401451416,0.04108491786735164
2006-01-05,339.75,346.75,343.0,346.0,267.0,2.416671690028282,0.0455959061340162
2006-01-06,330.75,339.5,338.25,338.5,1269.0,1.8279800442368708,0.09109971106601944
2006-01-07,330.75,339.5,338.25,338.5,1269.0,3.6269251510824745,0.04678010367858451
2006-01-08,330.75,339.5,338.25,338.5,1269.0,5.1625432561917775,0.21553730207517863
2006-01-09,326.5,329.25,326.0,328.5,543.0,1.9793798276274226,0.006799957781792704
2006-01-10,329.25,328.5,327.0,327.0,308.0,1.50032597321019,1.9512272465389087
2006-01-11,330.5,330.0,327.5,329.5,248.0,2.882777498798519,0.9455505802541818
2006-01-12,333.25,330.75,329.0,330.25,269.0,4.718450660644677,0.09867185736459977
2006-01-13,334.75,333.5,331.5,332.0,591.0,2.6780075914306,0.9233932278035807
2006-01-14,334.75,333.5,331.5,332.0,591.0,3.032443903794542,0.4412285295884785
2006-01-15,334.75,333.5,331.5,332.0,591.0,5.5595006693185685,0.03165095314381942
2006-01-16,334.75,333.5,331.5,332.0,591.0,2.717973403356714,2.2677404027353503
2006-01-17,328.75,336.5,333.75,333.25,357.0,0.23770824736671123,2.2952522344517514
2006-01-18,322.5,328.75,326.25,328.5,209.0,1.5460521413473438,0.3271811897519511
2006-01-19,326.5,323.25,322.25,323.0,993.0,4.581081314453469,0.004345366593122909
2006-01-20,326.5,328.5,326.25,326.25,770.0,1.5921263883249335,0.7940665612524332
2006-01-21,326.5,328.5,326.25,326.25,770.0,0.508320067707326,0.510997395058307
2006-01-22,326.5,328.5,326.25,326.25,770.0,-0.8800326025571403,1.1593517034884477
2006-01-23,326.0,328.25,325.5,327.0,244.0,0.6307982478167578,0.45250950961830444
2006-01-24,332.5,327.0,325.0,325.75,601.0,3.492251344993044,0.16746531061382544
2006-01-25,342.0,335.75,331.5,332.0,674.0,1.954487002136366,0.09024562089336761
2006-01-26,344.5,342.0,340.0,341.25,476.0,5.11229843584098,0.01956219011208497
2006-01-27,343.5,345.25,343.5,344.25,1221.0,5.184785241861046,0.034023219068566896
2006-01-28,343.5,345.25,343.5,344.25,1221.0,5.754239748215893,5.704898851908972
2006-01-29,343.5,345.25,343.5,344.25,1221.0,4.367948235738659,1.671990887147929
2006-01-30,345.25,347.5,343.75,345.25,594.0,3.6702821713454727,0.2114479004455334
2006-01-31,343.25,346.75,345.5,345.5,1404.0,4.106527839425679,0.750253150987779
2006-02-01,339.25,343.5,339.25,343.0,363.0,4.982355495514017,1.2853583502004347
2006-02-02,347.25,340.5,338.25,338.25,2333.0,5.353076654197261,1.4672372367881499
2006-02-03,356.5,351.25,347.5,347.5,1647.0,0.7951308342779957,0.6000203524149677
2006-02-04,356.5,351.25,347.5,347.5,1647.0,-1.979391599007053,0.6809774513836849
2006-02-05,356.5,351.25,347.5,347.5,1647.0,-1.621584665025025,0.11128208813115203
2006-02-06,355.0,359.75,355.0,357.0,499.0,-1.0008440623944737,0.023462074399362057
2006-02-07,351.75,357.25,355.0,357.25,1484.0,-0.09285104774165755,0.36184439031856724
2006-02-08,356.75,350.75,348.0,350.25,1709.0,-1.4793599603335468,0.06835953365972881
2006-02-09,363.25,359.5,357.0,357.5,3503.0,-0.7812606679066764,0.3067838755338886
2006-02-10,355.25,364.75,357.5,363.75,1786.0,-0.047993541817616836,2.080698413414949
2006-02-11,355.25,364.75,357.5,363.75,1786.0,-3.1105424505674764,0.3460429882523051
2006-02-12,355.25,364.75,357.5,363.75,1786.0,-2.9873959258049387,0.2116997007527814
2006-02-13,348.0,359.0,354.0,356.0,426.0,0.3568719940162435,0.007703321309286019
2006-02-14,347.25,349.0,346.5,348.25,1198.0,2.5820252446973626,0.018884448361136903
2006-02-15,352.0,348.5,344.0,348.0,1340.0,-0.22438740071312765,0.08288300315722283
2006-02-16,359.0,354.25,351.5,352.0,338.0,-2.964714063976533,0.7856088549459478
2006-02-17,368.0,359.5,357.0,358.5,1625.0,-9.87022639831052,0.431678658729156
2006-02-18,368.0,359.5,357.0,358.5,1625.0,-10.721801229136279,0.489340816396795
2006-02-19,368.0,359.5,357.0,358.5,1625.0,-7.823541817621205,0.19590372365483977
2006-02-20,368.0,359.5,357.0,358.5,1625.0,-3.340747656794479,0.060679306367779094
2006-02-21,372.5,371.0,367.0,367.25,573.0,-0.8500705864756934,0.3176119577371786
2006-02-22,365.5,372.5,370.0,372.25,884.0,1.1807627731722805,0.18865407089703004
2006-02-23,366.25,365.25,362.5,365.25,394.0,1.2099319188506734,0.035736062873719845
2006-02-24,368.25,368.5,365.5,366.25,474.0,2.3165460957429125,0.7782389720802361
2006-02-25,368.25,368.5,365.5,366.25,474.0,-1.1861763586234595,1.3773942572790525
2006-02-26,368.25,368.5,365.5,366.25,474.0,0.9042459498455901,0.028922837870141643
2006-02-27,373.25,369.75,367.0,369.75,632.0,6.188333258104388,0.12950204960617218
2006-02-28,370.25,374.0,371.25,374.0,36.0,7.8479012001406545,0.43593324186775306
2006-03-01,362.75,367.5,366.0,367.5,8.0,10.192130577862741,0.2691194958197196
2006-03-02,369.0,361.25,359.75,361.25,24.0,4.622562831899799,0.629354631155799
2006-03-03,373.5,371.0,367.0,371.0,4.0,2.255322926598219,0.017930941327947605
2006-03-04,373.5,371.0,367.0,371.0,4.0,3.7751099798366146,2.654009904657303
2006-03-05,373.5,371.0,367.0,371.0,4.0,6.758211385735252,0.7346630355458266
2006-03-06,370.0,370.0,365.25,370.0,8.0,6.690031237574815,0.22188431365119898
2006-03-07,370.5,370.0,369.75,370.0,13.0,8.058330716679473,0.28765060465231407
2006-03-08,376.0,371.0,371.0,371.0,4.0,9.372185326930042,1.174090228462884
2006-03-09,370.75,375.0,373.0,375.0,14.0,6.045150391577098,4.233082543815653
2006-03-10,374.5,372.0,369.25,372.0,5.0,7.081274937180736,0.7748841702637991
2006-03-11,374.5,372.0,369.25,372.0,5.0,8.34954973781587,3.390727563340748
2006-03-12,374.5,372.0,369.25,372.0,5.0,7.249443331932998,3.3134762642476403
2006-03-13,360.0,370.0,366.25,370.0,2.0,2.8915982694051223,1.1215550117661064
2006-03-14,352.0,353.5,353.25,353.5,1463.0,1.880859971676766,0.18559882716566717
2006-03-15,362.0,364.25,361.25,363.25,449.0,3.604288711839814,0.01298685555613872
2006-03-16,352.75,363.0,360.0,362.5,1532.0,4.911047275416068,0.4403523435287059
2006-03-17,357.5,355.75,351.0,353.0,1171.0,3.2199312420960338,0.03036719216873294
2006-03-18,357.5,355.75,351.0,353.0,1171.0,3.3799256429108486,0.3997085734094203
2006-03-19,357.5,355.75,351.0,353.0,1171.0,3.151850279039909,1.4780897299915092
2006-03-20,350.25,355.25,351.5,355.25,421.0,2.379063926967952,3.7658895033140567
2006-03-21,352.5,351.5,350.25,351.5,656.0,0.37977745128411644,0.9941214435717469
2006-03-22,349.25,355.25,352.5,352.5,157.0,0.08873785133868925,0.4523652830149267
2006-03-23,344.0,350.0,348.75,350.0,376.0,1.1931780620843688,0.029332202278459348
2006-03-24,342.5,345.0,343.5,344.0,4122.0,2.873367069997714,0.09892095722008117
2006-03-25,342.5,345.0,343.5,344.0,4122.0,4.98545477641946,0.07569303253028599
2006-03-26,342.5,345.0,343.5,344.0,4122.0,6.740054365304141,0.049474179787716434
2006-03-27,339.75,343.75,340.0,342.25,461.0,7.412725964146763,1.178863875207027
2006-03-28,341.25,340.75,339.25,340.5,539.0,8.127552793080596,2.1709658118054516
2006-03-29,341.75,343.75,341.75,342.25,531.0,10.44202259017436,1.3630083296774336
2006-03-30,344.5,341.75,340.25,341.25,1139.0,12.33244260991842,2.9412903394412715
2006-03-31,347.75,346.5,343.0,343.75,1372.0,10.57715097339935,3.5759571883883634
2006-04-01,347.75,346.5,343.0,343.75,1372.0,11.331096399150633,0.7228079811418899
2006-04-02,347.75,346.5,343.0,343.75,1372.0,11.806412204034912,3.55655122639928
2006-04-03,342.0,347.5,344.5,344.5,281.0,9.797402610102628,0.4851914070928182
2006-04-04,342.75,342.5,341.0,342.0,295.0,10.470809376118208,0.015045349150933066
2006-04-05,347.0,343.0,341.0,342.5,970.0,14.357666197293145,0.27479843516380487
2006-04-06,352.5,349.75,347.25,347.5,397.0,13.95475486980273,2.1945075401958856
2006-04-07,351.25,353.25,350.5,352.75,959.0,10.725560416728417,4.0079461816834225
2006-04-08,351.25,353.25,350.5,352.75,959.0,8.64129465279723,0.6851277532266263
2006-04-09,351.25,353.25,350.5,352.75,959.0,10.919864373079132,0.03663260468184164
2006-04-10,361.0,356.25,352.0,353.25,678.0,14.197412515216882,0.023701075364522525
2006-04-11,367.5,361.25,357.5,360.25,723.0,15.500927179818529,0.05950106441259975
2006-04-12,360.5,367.0,364.0,367.0,2282.0,15.978714876452537,0.026081120704127672
2006-04-13,357.5,363.25,360.25,361.0,611.0,18.19066441658168,0.06846826869391143
2006-04-14,357.5,363.25,360.25,361.0,611.0,18.530309996350077,0.529245313745356
2006-04-15,357.5,363.25,360.25,361.0,611.0,18.776192964395566,0.9530273794690164
2006-04-16,357.5,363.25,360.25,361.0,611.0,17.249791386321807,1.8061616963255138
2006-04-17,349.5,357.0,353.75,354.0,203.0,14.496509759842855,0.3001587984215084
2006-04-18,355.0,351.75,350.25,350.25,409.0,15.003422726685404,0.08536858809413864
2006-04-19,354.75,357.5,355.0,355.0,375.0,12.786355793455439,0.940184596041188
2006-04-20,353.0,356.25,354.5,354.5,99.0,13.252839541512936,1.4682220010970075
2006-04-21,352.75,353.0,350.0,351.5,2115.0,14.525327374153065,2.094051613153221
2006-04-22,352.75,353.0,350.0,351.5,2115.0,16.007051713649208,0.6608469901194836
2006-04-23,352.75,353.0,350.0,351.5,2115.0,15.515404539595322,5.0099856437396575
2006-04-24,350.75,357.25,353.0,354.25,148.0,12.912276606228616,2.0531564058166816
2006-04-25,350.0,350.75,348.0,350.5,285.0,10.548867808549641,2.2938997548959854
2006-04-26,348.5,351.75,348.5,350.0,748.0,11.227507496626712,0.5432494271333238
2006-04-27,342.5,348.25,347.25,348.0,79.0,13.40097480713772,0.5297839286436623
2006-04-28,346.25,342.75,340.0,340.25,5.0,13.614683937705133,4.307498560246893
2006-04-29,346.25,342.75,340.0,340.25,5.0,13.187779992818013,11.22242244268626
2006-04-30,346.25,342.75,340.0,340.25,5.0,13.478612504651101,4.801631090752832
2006-05-01,353.25,350.25,349.0,349.0,7.0,14.273842972338025,0.9246338073864744
2006-05-02,355.25,356.75,356.5,356.75,7.0,15.04918192508726,1.2072557666597024
2006-05-03,354.0,354.0,354.0,354.0,0.0,14.530677655289535,2.0133991677497804
2006-05-04,352.25,352.25,352.25,352.25,0.0,12.459484641024986,0.5315374204183649
2006-05-05,361.25,361.25,361.25,361.25,0.0,12.74127475039142,1.248735478556871
2006-05-06,361.25,361.25,361.25,361.25,0.0,14.154974934785221,4.836875951759664
2006-05-07,361.25,361.25,361.25,361.25,0.0,15.139443712415604,0.648280004795249
2006-05-08,363.5,364.0,358.75,364.0,0.0,16.16525763234047,0.5319558599399323
2006-05-09,375.5,375.5,375.5,375.5,0.0,16.10140403496411,3.5764209193768823
2006-05-10,377.5,377.5,377.5,377.5,3.0,13.66883897667371,3.692354188518447
2006-05-11,382.5,373.0,373.0,373.0,3.0,12.313806617035185,0.9785999236060917
2006-05-12,394.0,394.0,394.0,394.0,2534.0,13.180107940671455,0.7466490912719406
2006-05-13,394.0,394.0,394.0,394.0,2534.0,14.256686358438902,0.35087999861139924
2006-05-14,394.0,394.0,394.0,394.0,2534.0,14.313333200538771,1.8519292092035986
2006-05-15,399.5,406.0,398.25,402.75,1966.0,14.604374316885364,0.6904841734093654
2006-05-16,403.5,400.75,395.25,399.0,1788.0,15.871074578462084,0.5614846084365054
2006-05-17,423.0,423.0,403.5,405.0,3517.0,18.346488199000024,0.4112837262180912
2006-05-18,418.5,423.25,418.5,423.0,1846.0,18.265732293734054,0.2167380869096667
2006-05-19,416.25,418.5,414.0,418.5,3030.0,20.22162858023161,0.25622607306800715
2006-05-20,416.25,418.5,414.0,418.5,3030.0,18.414652209860247,0.28600184652924593
2006-05-21,416.25,418.5,414.0,418.5,3030.0,17.96059932493319,0.2199464271460183
2006-05-22,426.25,419.0,409.0,418.75,3354.0,19.28899382529,0.1759269777551248
2006-05-23,419.75,430.5,426.75,429.75,1599.0,21.341190447901823,3.3701245843343686
2006-05-24,411.75,419.5,417.75,418.0,1461.0,21.593846167745784,2.864124925647435
2006-05-25,409.5,412.25,404.5,411.0,4726.0,21.331611794481066,1.2465650764928131
2006-05-26,415.5,413.5,410.0,410.25,2370.0,20.557436736564142,0.5137832447340884
2006-05-27,415.5,413.5,410.0,410.25,2370.0,22.131395904900256,0.8905205012074471
2006-05-28,415.5,413.5,410.0,410.25,2370.0,23.29474963866052,0.406559847566861
2006-05-29,415.5,413.5,410.0,410.25,2370.0,20.94320989163918,9.063734223349423
2006-05-30,412.0,421.5,414.0,417.5,1588.0,20.78682349811665,3.185982805583424
2006-05-31,393.5,413.5,406.0,412.25,3575.0,19.854293720435813,2.1592566642931166
2006-06-01,392.0,396.25,392.25,394.25,1824.0,20.65430361767283,1.7564301340592756
2006-06-02,403.75,396.25,392.5,395.0,1653.0,21.859201404653604,2.230776982971337
2006-06-03,403.75,396.25,392.5,395.0,1653.0,22.530215769318843,0.25197116651464807
2006-06-04,403.75,396.25,392.5,395.0,1653.0,21.866258874141064,1.6971085633468452
2006-06-05,398.5,402.75,400.0,400.75,2341.0,22.0797849530801,1.3502003797019264
2006-06-06,385.0,399.75,395.25,399.0,1081.0,22.718630754304144,0.35375261865658114
2006-06-07,387.75,387.25,384.5,386.5,604.0,22.31274837401405,0.2350399521271996
2006-06-08,383.5,388.75,386.5,387.5,537.0,22.199932211066468,0.23911080620775219
2006-06-09,372.5,384.5,382.75,383.5,1995.0,21.328581455308388,1.7545451040524733
2006-06-10,372.5,384.5,382.75,383.5,1995.0,20.571395256621223,1.0954111330192517
2006-06-11,372.5,384.5,382.75,383.5,1995.0,19.70615610015688,3.816041804528154
2006-06-12,373.75,378.75,375.0,375.5,1801.0,20.35312656918288,0.12259790914783535
2006-06-13,369.75,375.5,370.0,374.25,2277.0,21.44187615858262,0.30600551105502083
2006-06-14,361.25,372.0,368.75,370.5,848.0,21.639940044292786,0.6402394604400272
2006-06-15,361.5,365.0,360.5,361.5,1612.0,23.07837018502065,0.21966058254695567
2006-06-16,359.0,365.5,361.0,361.5,995.0,23.377643148452336,2.3565468752239984
2006-06-17,359.0,365.5,361.0,361.5,995.0,21.996424351365906,7.393918786869746
2006-06-18,359.0,365.5,361.0,361.5,995.0,21.842927051568612,4.780726231074339
2006-06-19,358.5,360.5,357.0,359.0,518.0,21.901964086745966,8.55672522802987
2006-06-20,367.0,363.0,359.25,359.25,459.0,22.653246762208358,2.273856930047071
2006-06-21,372.0,370.0,364.75,365.25,186.0,23.022135130805324,0.5280764604552259
2006-06-22,365.5,373.0,371.75,373.0,147.0,21.802118235445867,1.6949821499110145
2006-06-23,363.25,366.5,365.0,365.5,334.0,21.87152459165831,1.310324723261069
2006-06-24,363.25,366.5,365.0,365.5,334.0,21.41945957804752,2.458082049484531
2006-06-25,363.25,366.5,365.0,365.5,334.0,21.634313245067506,0.7890478028821126
2006-06-26,368.5,363.25,360.0,362.0,126.0,21.251714180947175,1.6307001598381075
2006-06-27,378.25,370.0,368.0,368.0,86.0,21.49976964122265,1.2590561311218664
2006-06-28,372.0,378.0,375.0,375.0,72.0,22.510988128734983,0.2721949377232995
2006-06-29,374.0,371.0,367.75,370.75,299.0,24.3587231687385,0.13269271359273083
2006-06-30,371.5,380.0,375.0,376.0,43.0,24.96255892658729,0.3362710026919095
2006-07-01,371.5,380.0,375.0,376.0,43.0,25.057040812436465,0.20345596495532875
2006-07-02,371.5,380.0,375.0,376.0,43.0,24.45360446553404,2.7194022417816432
2006-07-03,384.25,378.0,371.25,371.5,10.0,24.044770448638364,13.392428564561094
2006-07-04,384.25,378.0,371.25,371.5,10.0,22.346628256484795,8.564516636475794
2006-07-05,386.5,386.25,382.5,385.25,1.0,22.117889321542563,2.586585354727791
2006-07-06,390.0,390.0,390.0,390.0,5.0,22.472502631576557,4.919781267971565
2006-07-07,381.5,391.0,390.0,390.0,22.0,23.115775579461577,0.06245039762515651
2006-07-08,381.5,391.0,390.0,390.0,22.0,23.65864389377794,1.3215941207671524
2006-07-09,381.5,391.0,390.0,390.0,22.0,22.271924088750687,3.322778344944085
2006-07-10,382.5,384.5,381.5,384.5,1.0,22.73984551477425,2.923528177256719
2006-07-11,398.0,388.0,388.0,388.0,24.0,24.50209556799101,28.706042061612564
2006-07-12,390.0,400.0,400.0,400.0,4.0,25.117269719313118,1.4741768506218935
2006-07-13,376.0,391.0,390.0,391.0,4.0,25.9756479966452,2.8980305611933224
2006-07-14,366.0,366.0,366.0,366.0,975.0,25.898482042896614,2.463474497791604
2006-07-15,366.0,366.0,366.0,366.0,975.0,27.536866400685025,0.41857007093042675
2006-07-16,366.0,366.0,366.0,366.0,975.0,27.880295139189062,0.03191091930851193
2006-07-17,393.0,401.0,395.75,397.0,613.0,27.13044656997584,0.3641535066491282
2006-07-18,398.0,395.75,393.25,395.0,995.0,26.26330014198001,0.053843230065617316
2006-07-19,393.0,398.0,392.25,397.0,666.0,26.77346023839959,1.45209348616248
2006-07-20,406.5,394.75,390.75,391.5,1108.0,26.1051092556155,0.27205174579539565
2006-07-21,407.25,408.75,404.0,405.25,1165.0,24.137196919294908,6.159670792362464
2006-07-22,407.25,408.75,404.0,405.25,1165.0,23.618439385700825,0.8124702623737942
2006-07-23,407.25,408.75,404.0,405.25,1165.0,24.975123893843776,0.2862472155674411
2006-07-24,400.5,405.75,400.0,405.75,875.0,24.72864259494753,1.7052268797016836
2006-07-25,393.25,404.25,401.25,402.5,622.0,24.997653229002538,6.730798062873467
2006-07-26,382.0,396.0,393.25,395.0,2403.0,25.834812588583564,7.213103815365891
2006-07-27,387.75,385.0,382.5,383.5,767.0,25.729057839813265,2.342286224904832
2006-07-28,388.5,389.75,387.0,387.75,2333.0,26.388925615500476,5.0642459695015045
2006-07-29,388.5,389.75,387.0,387.75,2333.0,26.500963255925793,1.1080440637261526
2006-07-30,388.5,389.75,387.0,387.75,2333.0,28.212827112963996,0.054951997319088924
2006-07-31,397.5,394.5,388.75,389.5,3686.0,26.712189496567532,0.5017444230580556
2006-08-01,392.5,397.5,391.75,396.75,4529.0,25.02681268124693,2.446360587815324
2006-08-02,401.5,403.25,393.0,393.0,4650.0,24.99910636367763,2.946368541948894
2006-08-03,395.25,405.5,394.5,401.5,1709.0,23.988565681243127,0.6663887535669063
